drug_name	drug_id	structure_url	CAS_number	mechanism_of_action	target	actions
Telaprevir	DB05521	https://www.drugbank.ca/structures/small_molecule_drugs/DB05521.sdf	402957-28-2	Telaprevir is a NS3/4a protease inhibitor used to inhibit viral HCV replication <sup>[<a href="#fda-reference">FDA Label</a>]</sup>. NS3/4a protease is an integral part of viral replication and mediates the cleavage the virally encoded polyprotein to mature proteins (NS4A, NS4B, NS5A and NS5B) <sup>[<a href="#fda-reference">FDA Label</a>]</sup>. Telaprevir inhibits NS3/4A with an IC50 of 10nM.	NS3/4A protein	inhibitor
Telaprevir	DB05521	https://www.drugbank.ca/structures/small_molecule_drugs/DB05521.sdf	402957-28-2	Telaprevir is a NS3/4a protease inhibitor used to inhibit viral HCV replication <sup>[<a href="#fda-reference">FDA Label</a>]</sup>. NS3/4a protease is an integral part of viral replication and mediates the cleavage the virally encoded polyprotein to mature proteins (NS4A, NS4B, NS5A and NS5B) <sup>[<a href="#fda-reference">FDA Label</a>]</sup>. Telaprevir inhibits NS3/4A with an IC50 of 10nM.	Solute carrier organic anion transporter family member 1B1	inhibitor
Telaprevir	DB05521	https://www.drugbank.ca/structures/small_molecule_drugs/DB05521.sdf	402957-28-2	Telaprevir is a NS3/4a protease inhibitor used to inhibit viral HCV replication <sup>[<a href="#fda-reference">FDA Label</a>]</sup>. NS3/4a protease is an integral part of viral replication and mediates the cleavage the virally encoded polyprotein to mature proteins (NS4A, NS4B, NS5A and NS5B) <sup>[<a href="#fda-reference">FDA Label</a>]</sup>. Telaprevir inhibits NS3/4A with an IC50 of 10nM.	Solute carrier organic anion transporter family member 2B1	inhibitor
Simeprevir	DB06290	https://www.drugbank.ca/structures/small_molecule_drugs/DB06290.sdf	923604-59-5	Simeprevir is accumulated in the liver after uptake into hepatocytes via OATP1B1/3. NS3/4A heterodimeric complex is composed of the cofactor N4A subunit and N3 subunit which contains the proteolytic site. The NS3/4A protease cleaves the HCV polyprotein downstream of the NS3 site, generating non-structural viral proteins NS3, NS4A, NS4B, NS5A and NS5A and subsequently formation of mature proteins <sup class="cite-this-group">[<a class="cite-this-popover-link" data-content="Izquierdo L, Helle F, Francois C, Castelain S, Duverlie G, Brochot E: Simeprevir for the treatment of hepatitis C virus infection. Pharmgenomics Pers Med. 2014 Aug 14;7:241-9. doi: 10.2147/PGPM.S52715. eCollection 2014. (PubMed ID 25206310)" href="#reference-A19630">3</a>, <a class="cite-this-popover-link" data-content="Ahmed A, Felmlee DJ: Mechanisms of Hepatitis C Viral Resistance to Direct Acting Antivirals. Viruses. 2015 Dec 18;7(12):6716-29. doi: 10.3390/v7122968. (PubMed ID 26694454)" href="#reference-A19632">4</a>]</sup>. Simeprevir exerts an inhibitory action on HCV polyprotein cleavage via induced-fit binding to an extended S2 subsite located in the NS3 catalytic site <sup class="cite-this-group">[<a class="cite-this-popover-link" data-content="Cummings MD, Lindberg J, Lin TI, de Kock H, Lenz O, Lilja E, Fellander S, Baraznenok V, Nystrom S, Nilsson M, Vrang L, Edlund M, Rosenquist A, Samuelsson B, Raboisson P, Simmen K: Induced-fit binding of the macrocyclic noncovalent inhibitor TMC435 to its HCV NS3/NS4A protease target. Angew Chem Int Ed Engl. 2010 Feb 22;49(9):1652-5. doi: 10.1002/anie.200906696. (PubMed ID 20166108)" href="#reference-A19633">5</a>]</sup>. NS3/4A inhibitors usually depend on few interactions located in the substrate binding groove of the viral serine protease, thus are susceptible to resistance and failed treatment from few critical mutations in these sites. At higher concentration above their antiviral half-maximal effective concentration (EC50), simeprevir and other NS3/4A inhibitors also restore interferon (IFN)-signaling pathways that are thought to be disrupted by NS3/4A protease and recover innate immune processes. NS3/4A protease cleaves two essential adaptor proteins that initiate signaling leading to activation of IFN regulatory factor 3 and IFN-α/β synthesis, which are mitochondrial antiviral-signaling proteins (MAVS otherwise known as IPS-1, VISA, or Cardif) and toll/interleukin-1 receptor (TIR)- domain-containing adaptor-inducing IFN-β (TRIF). Blocking the function of these adaptor proteins results in impaired interferon induction. NS3/4A inhibitors recover the proper IFN-signaling pathways <sup class="cite-this-group">[<a class="cite-this-popover-link" data-content="Izquierdo L, Helle F, Francois C, Castelain S, Duverlie G, Brochot E: Simeprevir for the treatment of hepatitis C virus infection. Pharmgenomics Pers Med. 2014 Aug 14;7:241-9. doi: 10.2147/PGPM.S52715. eCollection 2014. (PubMed ID 25206310)" href="#reference-A19630">3</a>, <a class="cite-this-popover-link" data-content="Ahmed A, Felmlee DJ: Mechanisms of Hepatitis C Viral Resistance to Direct Acting Antivirals. Viruses. 2015 Dec 18;7(12):6716-29. doi: 10.3390/v7122968. (PubMed ID 26694454)" href="#reference-A19632">4</a>]</sup>. 	NS3 protease	inhibitor
Simeprevir	DB06290	https://www.drugbank.ca/structures/small_molecule_drugs/DB06290.sdf	923604-59-5	Simeprevir is accumulated in the liver after uptake into hepatocytes via OATP1B1/3. NS3/4A heterodimeric complex is composed of the cofactor N4A subunit and N3 subunit which contains the proteolytic site. The NS3/4A protease cleaves the HCV polyprotein downstream of the NS3 site, generating non-structural viral proteins NS3, NS4A, NS4B, NS5A and NS5A and subsequently formation of mature proteins <sup class="cite-this-group">[<a class="cite-this-popover-link" data-content="Izquierdo L, Helle F, Francois C, Castelain S, Duverlie G, Brochot E: Simeprevir for the treatment of hepatitis C virus infection. Pharmgenomics Pers Med. 2014 Aug 14;7:241-9. doi: 10.2147/PGPM.S52715. eCollection 2014. (PubMed ID 25206310)" href="#reference-A19630">3</a>, <a class="cite-this-popover-link" data-content="Ahmed A, Felmlee DJ: Mechanisms of Hepatitis C Viral Resistance to Direct Acting Antivirals. Viruses. 2015 Dec 18;7(12):6716-29. doi: 10.3390/v7122968. (PubMed ID 26694454)" href="#reference-A19632">4</a>]</sup>. Simeprevir exerts an inhibitory action on HCV polyprotein cleavage via induced-fit binding to an extended S2 subsite located in the NS3 catalytic site <sup class="cite-this-group">[<a class="cite-this-popover-link" data-content="Cummings MD, Lindberg J, Lin TI, de Kock H, Lenz O, Lilja E, Fellander S, Baraznenok V, Nystrom S, Nilsson M, Vrang L, Edlund M, Rosenquist A, Samuelsson B, Raboisson P, Simmen K: Induced-fit binding of the macrocyclic noncovalent inhibitor TMC435 to its HCV NS3/NS4A protease target. Angew Chem Int Ed Engl. 2010 Feb 22;49(9):1652-5. doi: 10.1002/anie.200906696. (PubMed ID 20166108)" href="#reference-A19633">5</a>]</sup>. NS3/4A inhibitors usually depend on few interactions located in the substrate binding groove of the viral serine protease, thus are susceptible to resistance and failed treatment from few critical mutations in these sites. At higher concentration above their antiviral half-maximal effective concentration (EC50), simeprevir and other NS3/4A inhibitors also restore interferon (IFN)-signaling pathways that are thought to be disrupted by NS3/4A protease and recover innate immune processes. NS3/4A protease cleaves two essential adaptor proteins that initiate signaling leading to activation of IFN regulatory factor 3 and IFN-α/β synthesis, which are mitochondrial antiviral-signaling proteins (MAVS otherwise known as IPS-1, VISA, or Cardif) and toll/interleukin-1 receptor (TIR)- domain-containing adaptor-inducing IFN-β (TRIF). Blocking the function of these adaptor proteins results in impaired interferon induction. NS3/4A inhibitors recover the proper IFN-signaling pathways <sup class="cite-this-group">[<a class="cite-this-popover-link" data-content="Izquierdo L, Helle F, Francois C, Castelain S, Duverlie G, Brochot E: Simeprevir for the treatment of hepatitis C virus infection. Pharmgenomics Pers Med. 2014 Aug 14;7:241-9. doi: 10.2147/PGPM.S52715. eCollection 2014. (PubMed ID 25206310)" href="#reference-A19630">3</a>, <a class="cite-this-popover-link" data-content="Ahmed A, Felmlee DJ: Mechanisms of Hepatitis C Viral Resistance to Direct Acting Antivirals. Viruses. 2015 Dec 18;7(12):6716-29. doi: 10.3390/v7122968. (PubMed ID 26694454)" href="#reference-A19632">4</a>]</sup>. 	<div class="drugbank-icon icon-expand"><svg class="icon" role="img" title="expand"> <use xlink:href="/assets/icons-7e73dce09f46f048a1b8686d577fe3507aae1896e13d7050c0b0b4ba400e8af7.svg#expand"> </use></svg></div> show 9 more</a></dd><dt class="col-md-2 col-sm-4">Substituents</dt><dd class="col-md-10 col-sm-8"><span class="separated-list-container row"><span class="separated-list col-sm-6"><span class="separated-list-item">Macrolactam</span><span class='list-separator'> / </span><span class="separated-list-item">Alpha-amino acid amide</span><span class='list-separator'> / </span><span class="separated-list-item">Alpha-amino acid or derivatives</span><span class='list-separator'> / </span><span class="separated-list-item">Quinoline</span><span class='list-separator'> / </span><span class="separated-list-item">Anisole</span><span class='list-separator'> / </span><span class="separated-list-item">2,4-disubstituted 1,3-thiazole</span><span class='list-separator'> / </span><span class="separated-list-item">Alkyl aryl ether</span><span class='list-separator'> / </span><span class="separated-list-item">Cyclopropanecarboxylic acid or derivatives</span><span class='list-separator'> / </span><span class="separated-list-item">Pyridine</span><span class='list-separator'> / </span><span class="separated-list-item">Benzenoid</span></span></span><span class="hidden-taxonomy" style="display: none"><span class="separated-list-container row"><span class="separated-list col-sm-6"><span class="separated-list-item">Azole</span><span class='list-separator'> / </span><span class="separated-list-item">Heteroaromatic compound</span><span class='list-separator'> / </span><span class="separated-list-item">Aminosulfonyl compound</span><span class='list-separator'> / </span><span class="separated-list-item">Organic sulfonic acid or derivatives</span><span class='list-separator'> / </span><span class="separated-list-item">Organosulfonic acid or derivatives</span><span class='list-separator'> / </span><span class="separated-list-item">Sulfonyl</span><span class='list-separator'> / </span><span class="separated-list-item">Tertiary carboxylic acid amide</span><span class='list-separator'> / </span><span class="separated-list-item">Thiazole</span><span class='list-separator'> / </span><span class="separated-list-item">Secondary carboxylic acid amide</span><span class='list-separator'> / </span><span class="separated-list-item">Carboxamide group</span><span class='list-separator'> / </span><span class="separated-list-item">Lactam</span><span class='list-separator'> / </span><span class="separated-list-item">Azacycle</span><span class='list-separator'> / </span><span class="separated-list-item">Ether</span><span class='list-separator'> / </span><span class="separated-list-item">Carboxylic acid derivative</span><span class='list-separator'> / </span><span class="separated-list-item">Organoheterocyclic compound</span><span class='list-separator'> / </span><span class="separated-list-item">Organic oxygen compound</span><span class='list-separator'> / </span><span class="separated-list-item">Organic nitrogen compound</span><span class='list-separator'> / </span><span class="separated-list-item">Organopnictogen compound</span><span class='list-separator'> / </span><span class="separated-list-item">Carbonyl group</span><span class='list-separator'> / </span><span class="separated-list-item">Organic oxide</span><span class='list-separator'> / </span><span class="separated-list-item">Hydrocarbon derivative</span><span class='list-separator'> / </span><span class="separated-list-item">Organonitrogen compound</span><span class='list-separator'> / </span><span class="separated-list-item">Organooxygen compound</span><span class='list-separator'> / </span><span class="separated-list-item">Organosulfur compound</span><span class='list-separator'> / </span><span class="separated-list-item">Aromatic heteropolycyclic compound</span></span></span></span><a class="taxonomy-toggler" href="javascript:void();"><div class="drugbank-icon icon-expand"><svg class="icon" role="img" title="expand"> <use xlink:href="/assets/icons-7e73dce09f46f048a1b8686d577fe3507aae1896e13d7050c0b0b4ba400e8af7.svg#expand"> </use></svg></div> show 25 more</a></dd><dt class="col-md-2 col-sm-4">Molecular Framework</dt><dd class="col-md-10 col-sm-8">Aromatic heteropolycyclic compounds</dd><dt class="col-md-2 col-sm-4">External Descriptors</dt><dd class="col-md-10 col-sm-8"><span class='not-available'>Not Available</span></dd></dl><div class="bond-list-container targets"><h3 id="targets">Targets</h3><div class="bond-list"><div class="bond card" id="BE0004004"><div class="card-header"><a class="btn btn-drugbank-secondary btn-sm bond-details-link ml-3" href="/biodb/polypeptides/Q91RS4"><div class="drugbank-icon icon-expand"><svg class="icon" role="img" title="expand"> <use xlink:href="/assets/icons-7e73dce09f46f048a1b8686d577fe3507aae1896e13d7050c0b0b4ba400e8af7.svg#expand"> </use></svg></div> Details</a><strong>1. <a href="/biodb/polypeptides/Q91RS4">NS3 protease</a></strong></div><div class="card-body"><div class="row"><div class="col-sm-12 col-lg-5"><dl><dt class="col-md-5 col-sm-6">Kind</dt><dd class="col-md-7 col-sm-6">Protein</dd><dt class="col-md-5 col-sm-6">Organism</dt><dd class="col-md-7 col-sm-6">Hepatitis C virus</dd><dt class="col-md-5 col-sm-6">Pharmacological action</dt><dd class="col-md-7 col-sm-6"><div class="badge badge badge-yes">Yes</div></dd><dt class="col-md-5 col-sm-6">Actions</dt><dd class="col-md-7 col-sm-6"><div class="badge badge-pill badge-action">Inhibitor</div></dd></dl></div><div class="col-sm-12 col-lg-7"><dl><dt class="col-md-5 col-sm-6">General Function</dt><dd class="col-md-7 col-sm-6">Serine-type peptidase activity</dd><dt class="col-md-5 col-sm-6">Specific Function</dt><dd class="col-md-7 col-sm-6"><span class='not-available'>Not Available</span></dd><dt class="col-md-5 col-sm-6">Gene Name</dt><dd class="col-md-7 col-sm-6"><span class='not-available'>Not Available</span></dd><dt class="col-md-5 col-sm-6">Uniprot ID</dt><dd class="col-md-7 col-sm-6"><a target="_blank" href="http://www.uniprot.org/uniprot/Q91RS4">Q91RS4</a></dd><dt class="col-md-5 col-sm-6">Uniprot Name</dt><dd class="col-md-7 col-sm-6">NS3 protease</dd><dt class="col-md-5 col-sm-6">Molecular Weight</dt><dd class="col-md-7 col-sm-6">19113.77 Da</dd></dl></div></div><h5>References</h5><div class="references"><ol class="cite-this-references"><li id="reference-A6756">Raboisson P, de Kock H, Rosenquist A, Nilsson M, Salvador-Oden L, Lin TI, Roue N, Ivanov V, Wahling H, Wickstrom K, Hamelink E, Edlund M, Vrang L, Vendeville S, Van de Vreken W, McGowan D, Tahri A, Hu L, Boutton C, Lenz O, Delouvroy F, Pille G, Surleraux D, Wigerinck P, Samuelsson B, Simmen K: Structure-activity relationship study on a novel series of cyclopentane-containing macrocyclic inhibitors of the hepatitis C virus NS3/4A protease leading to the discovery of TMC435350. Bioorg Med Chem Lett. 2008 Sep 1;18(17):4853-8. doi: 10.1016/j.bmcl.2008.07.088. Epub 2008 Jul 24. [<a target="_blank" href="http://www.ncbi.nlm.nih.gov/pubmed/18678486">PubMed:18678486</a>] </li></ol></div></div></div></div></div><div class="bond-list-container enzymes"><h3 id="enzymes">Enzymes</h3><div class="bond-list"><div class="bond card" id="BE0004866"><div class="card-header"><a class="btn btn-drugbank-secondary btn-sm bond-details-link ml-3" href="/biodb/bio_entities/BE0004866"><div class="drugbank-icon icon-expand"><svg class="icon" role="img" title="expand"> <use xlink:href="/assets/icons-7e73dce09f46f048a1b8686d577fe3507aae1896e13d7050c0b0b4ba400e8af7.svg#expand"> </use></svg></div> Details</a><strong>1. <a href="/biodb/bio_entities/BE0004866">CYP3A (Protein Group)</a></strong></div><div class="card-body"><div class="row"><div class="col-sm-12 col-lg-5"><dl><dt class="col-md-5 col-sm-6">Kind</dt><dd class="col-md-7 col-sm-6">Protein group</dd><dt class="col-md-5 col-sm-6">Organism</dt><dd class="col-md-7 col-sm-6">Human</dd><dt class="col-md-5 col-sm-6">Pharmacological action</dt><dd class="col-md-7 col-sm-6"><div class="badge badge badge-unknown">Unknown</div></dd><dt class="col-md-5 col-sm-6">Actions</dt><dd class="col-md-7 col-sm-6"><div class="badge badge-pill badge-action">Substrate</div><div class="badge badge-pill badge-action">Inhibitor</div></dd></dl></div><div class="col-sm-12 col-lg-7"><dl><dt class="col-md-5 col-sm-6">General Function</dt><dd class="col-md-7 col-sm-6">Vitamin d3 25-hydroxylase activity</dd><dt class="col-md-5 col-sm-6">Specific Function</dt><dd class="col-md-7 col-sm-6">Cytochromes P450 are a group of heme-thiolate monooxygenases. In liver microsomes, this enzyme is involved in an NADPH-dependent electron transport pathway. It performs a variety of oxidation react...</dd></dl></div></div><hr /><h5>Components:</h5><div class="col-12 col-sm-8"><table class="drug-bond-component-table table table-sm responsive-table"><thead><tr><th>Name</th><th>UniProt ID</th></tr></thead><tbody><tr><td><a href="/biodb/polypeptides/P08684">Cytochrome P450 3A4	P08684
Etravirine	DB06414	https://www.drugbank.ca/structures/small_molecule_drugs/DB06414.sdf	269055-15-4	Etravirine exerts its effects via direct inhibition of the reverse transcriptase enzyme of human immunodeficiency virus type 1 (HIV-1). It directly binds reverse transcriptase and consequently blocks DNA-dependent and RNA-dependent polymerase activity. Etravirine does not inhibit human DNA polymerase alpha, beta or gamma. 	Gag-Pol polyprotein	Not Available
Etravirine	DB06414	https://www.drugbank.ca/structures/small_molecule_drugs/DB06414.sdf	269055-15-4	Etravirine exerts its effects via direct inhibition of the reverse transcriptase enzyme of human immunodeficiency virus type 1 (HIV-1). It directly binds reverse transcriptase and consequently blocks DNA-dependent and RNA-dependent polymerase activity. Etravirine does not inhibit human DNA polymerase alpha, beta or gamma. 	Gag-Pol polyprotein	Not Available
Peramivir	DB06614	https://www.drugbank.ca/structures/small_molecule_drugs/DB06614.sdf	330600-85-6	Peramivir is a neuraminidase inhibitor, acting as a transition-state analogue inhibitor of influenza neuraminidase and thereby preventing new viruses from emerging from infected cells.	Neuraminidase	Not Available
Peramivir	DB06614	https://www.drugbank.ca/structures/small_molecule_drugs/DB06614.sdf	330600-85-6	Peramivir is a neuraminidase inhibitor, acting as a transition-state analogue inhibitor of influenza neuraminidase and thereby preventing new viruses from emerging from infected cells.	Neuraminidase	Not Available
Peramivir	DB06614	https://www.drugbank.ca/structures/small_molecule_drugs/DB06614.sdf	330600-85-6	Peramivir is a neuraminidase inhibitor, acting as a transition-state analogue inhibitor of influenza neuraminidase and thereby preventing new viruses from emerging from infected cells.	Neuraminidase	Not Available
Raltegravir	DB06817	https://www.drugbank.ca/structures/small_molecule_drugs/DB06817.sdf	518048-05-0	Raltegravir targets integrase, an HIV enzyme that integrates the viral genetic material into human chromosomes, a critical step in the pathogenesis of HIV. The drug is metabolized away via glucuronidation.	Integrase	inhibitor
Rilpivirine	DB08864	https://www.drugbank.ca/structures/small_molecule_drugs/DB08864.sdf	500287-72-9	Rilpivirine is a non-competitive NNRTI that binds to reverse transcriptase. Its binding results in the blockage of RNA and DNA- dependent DNA polymerase activities, like HIV-1 replication. It does not present activity against human DNA polymerases α, β and γ.<sup class="cite-this-group">[<a class="cite-this-popover-link" data-content="Australian report" href="#reference-L1032">12</a>]</sup> Rilpivirine binds to the HIV-1 reverse transcriptase (RT) and its flexible structure around the aromatic rings allows the adaptation to changes in the non-nucleoside RT binding pocket.<sup class="cite-this-group">[<a class="cite-this-popover-link" data-content="Azijn H, Tirry I, Vingerhoets J, de Bethune MP, Kraus G, Boven K, Jochmans D, Van Craenenbroeck E, Picchio G, Rimsky LT: TMC278, a next-generation nonnucleoside reverse transcriptase inhibitor (NNRTI), active against wild-type and NNRTI-resistant HIV-1. Antimicrob Agents Chemother. 2010 Feb;54(2):718-27. doi: 10.1128/AAC.00986-09. Epub 2009 Nov 23. (PubMed ID 19933797)" href="#reference-A31335">8</a>]</sup>	Reverse transcriptase/RNaseH	inhibitor
Rilpivirine	DB08864	https://www.drugbank.ca/structures/small_molecule_drugs/DB08864.sdf	500287-72-9	Rilpivirine is a non-competitive NNRTI that binds to reverse transcriptase. Its binding results in the blockage of RNA and DNA- dependent DNA polymerase activities, like HIV-1 replication. It does not present activity against human DNA polymerases α, β and γ.<sup class="cite-this-group">[<a class="cite-this-popover-link" data-content="Australian report" href="#reference-L1032">12</a>]</sup> Rilpivirine binds to the HIV-1 reverse transcriptase (RT) and its flexible structure around the aromatic rings allows the adaptation to changes in the non-nucleoside RT binding pocket.<sup class="cite-this-group">[<a class="cite-this-popover-link" data-content="Azijn H, Tirry I, Vingerhoets J, de Bethune MP, Kraus G, Boven K, Jochmans D, Van Craenenbroeck E, Picchio G, Rimsky LT: TMC278, a next-generation nonnucleoside reverse transcriptase inhibitor (NNRTI), active against wild-type and NNRTI-resistant HIV-1. Antimicrob Agents Chemother. 2010 Feb;54(2):718-27. doi: 10.1128/AAC.00986-09. Epub 2009 Nov 23. (PubMed ID 19933797)" href="#reference-A31335">8</a>]</sup>	Nuclear receptor subfamily 1 group I member 2	agonist
Boceprevir	DB08873	https://www.drugbank.ca/structures/small_molecule_drugs/DB08873.sdf	394730-60-0	Boceprevir is a NS3/4a protease inhibitor used to inhibit viral HCV replication <sup>[<a href="#fda-reference">FDA Label</a>]</sup>. NS3/4a protease is an integral part of viral replication and mediates the cleavage the virally encoded polyprotein to mature proteins (NS4A, NS4B, NS5A and NS5B) <sup>[<a href="#fda-reference">FDA Label</a>]</sup>. Boceprevir covalently but reversibly binds the serine (S139) resiude in the active site via a (α)-ketoamide functional group. This inhibits the proteolytic acitvity of the HCV 1a and 1b encoded enzyme.	NS3/4A protein	inhibitor
Dolutegravir	DB08930	https://www.drugbank.ca/structures/small_molecule_drugs/DB08930.sdf	1051375-16-6	Dolutegravir is an HIV-1 antiviral agent. It inhibits HIV integrase by binding to the active site and blocking the strand transfer step of retroviral DNA integration in the host cell. The strand transfer step is essential in the HIV replication cycle and results in the inhibition of viral activity. Dolutegravir has a mean EC50 value of 0.5 nM (0.21 ng/mL) to 2.1 nM (0.85 ng/mL) in peripheral blood mononuclear cells (PBMCs) and MT-4 cells.<sup class="cite-this-group">[<a class="cite-this-popover-link" data-content="Hare S, Smith SJ, Metifiot M, Jaxa-Chamiec A, Pommier Y, Hughes SH, Cherepanov P: Structural and functional analyses of the second-generation integrase strand transfer inhibitor dolutegravir (S/GSK1349572). Mol Pharmacol. 2011 Oct;80(4):565-72. doi: 10.1124/mol.111.073189. Epub 2011 Jun  30. (PubMed ID 21719464)" href="#reference-A7517">4</a>]</sup>	Integrase	inhibitor
